Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation/Link,Example Software Use (link),Area-specific Examples,Containerized Version of Software,RP Documentations for Software,Pathing
iimkl,faster,,,,,,,,,,,,
iimpi,"aces, faster",,,,,"iimpi is EasyBuild support for intel compiler toolchain (includes Intel compilers (icc, ifort), Intel MPI). Description Source:https://docs.easybuild.io/api/easybuild/toolchains/iimpi/",https://docs.easybuild.io/api/easybuild/toolchains/iimpi/,https://docs.easybuild.io/api/easybuild/toolchains/iimpi/,,,,,
iimpic,faster,,,,,,,,,,,,
imageio,"aces, faster",,,,,"Imageio is a Python library that provides an easy interface to read and write a wide range of image data, including animated images, volumetric data, and scientific formats. It is cross-platform, runs on Python 3.5+, and is easy to install. Description Source:https://imageio.readthedocs.io/en/stable/",https://github.com/imageio/imageio,https://imageio.readthedocs.io/en/stable/,https://imageio.readthedocs.io/en/stable/examples.html,,,,
imagej,"aces, faster",,,,,"ImageJ is a public domain Java image processing program inspired by NIH Image for the Macintosh. It runs, either as an online applet or as a downloadable application, on any computer with a Java 1.4 or later virtual machine. Description Source:https://imagej.net/ij/docs/intro.html",https://imagej.net/,https://imagej.net/ij/docs/guide/,"https://imagej.net/tutorials/ , https://imagej.net/imaging/ ",,,,
imagemagick,"aces, delta, expanse, faster, ookami",Library,,,,"ImageMagick is a free, open-source software suite, used for editing and manipulating digital images. It can be used to create, edit, compose, or convert bitmap images, and supports a wide range of file formats, including JPEG, PNG, GIF, TIFF, and PDF.",https://imagemagick.org/index.php,https://imagemagick.org/script/command-line-tools.php,https://imagemagick.org/Usage/,,,,
imake,aces,,,,,,,,,,,,
imath,"aces, faster",,,,,"Imath is a basic, light-weight, and efficient C++ representation of 2D and 3D vectors, 2x2, 3x3, and 4x4 matrices, and other simple but useful mathematical objects, functions, and data types common in computer graphics applications, including the half 16-bit floating-point type. Description Source:https://imath.readthedocs.io/en/latest/",https://github.com/AcademySoftwareFoundation/Imath,https://imath.readthedocs.io/en/latest/,https://imath.readthedocs.io/en/latest/concepts.html,,,,
imb,kyric,,,,,,https://imbalanced-learn.org/stable/,https://imbalanced-learn.org/stable/references/index.html#api,"https://imbalanced-learn.org/stable/user_guide.html#user-guide , https://imbalanced-learn.org/stable/install.html#getting-started , https://imbalanced-learn.org/stable/auto_examples/index.html#general-examples ",,,,
imbalanced-learn,aces,,,,,"Imbalanced-learn (imported as imblearn) is an open source, MIT-licensed library relying on scikit-learn (imported as sklearn) and provides tools when dealing with classification with imbalanced classes. Description Source:https://imbalanced-learn.org/stable/",https://imbalanced-learn.org/stable/,https://imbalanced-learn.org/stable/references/index.html#api,"https://imbalanced-learn.org/stable/user_guide.html#user-guide , https://imbalanced-learn.org/stable/install.html#getting-started , https://imbalanced-learn.org/stable/auto_examples/index.html#general-examples ",,,,
imkl,"aces, faster",,,,,"The Intel® oneAPI Math Kernel Library (oneMKL) helps you achieve maximum performance with a math computing library of highly optimized, extensively parallelized routines for CPU and GPU. The library has C and Fortran interfaces for most routines on CPU, and SYCL interfaces for some routines on both CPU and GPU. Description Source:https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl.html#gs.4ofwv9",https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl.html,https://www.intel.com/content/www/us/en/docs/onemkl/developer-reference-c/2024-1/overview.html,"https://github.com/oneapi-src/oneAPI-samples/tree/master/Libraries/oneMKL/matrix_mul_mkl , https://github.com/oneapi-src/oneAPI-samples/tree/master/Libraries/oneMKL/block_cholesky_decomposition , https://www.intel.com/content/www/us/en/docs/onemkl/get-started-guide/2024-1/overview.html#GUID-618F67AE-A641-4F48-80E6-AD6D9E70FA2F ",,,,
imkl-fftw,"aces, faster",,,,,"FFTW is a free collection of C routines for computing the discrete Fourier Transform (DFT) in one or more dimensions, and provides portability across platforms. The Intel Math Kernel Library (MKL) offers FFTW2 (for version 2.x) and FFTW3 (for version 3.x) interfaces to the Intel MKL Fast Fourier Transform and Trigonometric Transform functionality. These interfaces enable applications using FFTW to gain performance with Intel MKL without changing the application source code. Description Source:https://www.nas.nasa.gov/hecc/support/kb/mkl-fftw-interface_204.html",https://www.nas.nasa.gov/hecc/support/kb/mkl-fftw-interface_204.html,,,,,,
iml,aces,,,,,,,,,,,,
impi,"aces, anvil, faster, stampede3",,Intel Compiler,,,impi is an intel MPI implementation. It is included in the Intel-2017.4 compiler. It is a good compiler for MPI programming on Xeon Phi. Description Source:https://hpc.loni.org/docs/guides/software.php?software=impi#,https://www.intel.com/content/www/us/en/developer/tools/oneapi/mpi-library.html#gs.5295ue,https://www.intel.com/content/www/us/en/docs/mpi-library/developer-reference-linux/2021-12/overview.html,https://www.intel.com/content/www/us/en/docs/mpi-library/get-started-guide-linux/2021-11/overview.html,,,,
impute2,anvil,,,,,,,,,,,,
infernal,"anvil, bridges",,,,,"Infernal (""INFERence of RNA ALignment"") is for searching DNA sequence databases for RNA structure and sequence similarities. It is an implementation of a special case of profile stochastic context-free grammars called covariance models (CMs). A CM is like a sequence profile, but it scores a combination of sequence consensus and RNA secondary structure consensus, so in many cases, it is more capable of identifying RNA homologs that conserve their secondary structure more than their primary sequence. Description Source:http://eddylab.org/infernal/",http://eddylab.org/infernal/,http://eddylab.org/infernal/Userguide.pdf,https://github.com/EddyRivasLab/infernal/blob/master/documentation/userguide/tutorial.tex,,,,
init_opencl,kyric,,,,,,,,,,,,
inputproto,delta,,,,,,,,,,,,
inq,faster,,,,,,,,,,,,
inspector,kyric,,,,,,https://www.intel.com/content/www/us/en/developer/tools/oneapi/inspector.html#gs.52c03e,https://www.intel.com/content/www/us/en/docs/inspector/user-guide-linux/2024-1/overview.html,"https://www.intel.com/content/www/us/en/docs/inspector/get-started-guide/2024-1/linux.html , https://www.intel.com/content/www/us/en/developer/articles/training/inspector-tutorials.html ",,,,
instrain,anvil,,,,,,,,,,,,
intarna,anvil,,,,,,,,,,,,
intel,"aces, anvil, bridges, darwin, delta, expanse, faster, kyric, stampede3",,Compilers,,,,,,,,,,
intel compiler,jetstream,,,,,,,,,,,,
intel_ai_toolkit,delta,,Compilers,,,,,,,,,,
intel_ipp_ia32,kyric,,Compilers,,,,,,,,,,
intel_ipp_intel64,kyric,,Compilers,,,,,,,,,,
intel_ippcp_ia32,kyric,,Compilers,,,,,,,,,,
intel_ippcp_intel64,kyric,,Compilers,,,,,,,,,,
intel-advisor,bridges,,,,,,,,,,,,
intel-ccl,bridges,,,,,,,,,,,,
intel-compiler,bridges,,,,,,,,,,,,
intel-compiler-rt,bridges,,,,,,,,,,,,
intel-compiler-rt32,bridges,,,,,,,,,,,,
intel-compiler32,bridges,,,,,,,,,,,,
intel-compilers,"aces, faster",,Compilers,,,,,,,,,,
intel-dal,bridges,,,,,,,,,,,,
intel-debugger,bridges,,,,,,,,,,,,
intel-dev-utilities,bridges,,,,,,,,,,,,
intel-dnnl,bridges,,,,,,,,,,,,
intel-dnnl-cpu-gomp,bridges,,,,,,,,,,,,
intel-dnnl-cpu-iomp,bridges,,,,,,,,,,,,
intel-dnnl-cpu-tbb,bridges,,,,,,,,,,,,
intel-dpct,bridges,,,,,,,,,,,,
intel-dpl,bridges,,,,,,,,,,,,
intel-icc,bridges,,,,,,,,,,,,
intel-icc32,bridges,,,,,,,,,,,,
intel-inspector,bridges,,,,,,,,,,,,
intel-ipp-ia32,bridges,,,,,,,,,,,,
intel-ipp-intel64,bridges,,,,,,,,,,,,
intel-ippcp-ia32,bridges,,,,,,,,,,,,
intel-ippcp-intel64,bridges,,,,,,,,,,,,
intel-itac,bridges,,,,,,,,,,,,
intel-mkl,"anvil, bridges, darwin, expanse",,Compilers,,,"Intel Math Kernel Library (MKL) contains ScaLAPACK, LAPACK, Sparse Solver, BLAS, Sparse BLAS, CBLAS, GMP, FFTs, DFTs, VSL, VML, and Interval Arithmetic routines.",https://www.rcac.purdue.edu/index.php/knowledge/applications/intel-mkl,https://www.intel.com/content/www/us/en/resources-documentation/developer.html#gs.5q9gn8,,,,,
intel-mkl32,bridges,,,,,,,,,,,,
intel-mpi,"bridges, expanse",,,,,,,,,,,,
intel-oclfpga,bridges,,,,,,,,,,,,
intel-oneapi,"bridges, darwin",,,,,,,,,,,,
intel-oneapi-advisor,delta,,Compilers,,,,,,,,,,
intel-oneapi-compilers,delta,,Compilers,,,,,,,,,,
intel-oneapi-mkl,"darwin, delta",,Compilers,,,,,,,,,,
intel-oneapi-mpi,delta,,,,,,,,,,,,
intel-python,"darwin, faster",,,,,,,,,,,,
intel-tbb,"bridges, delta, expanse",,,,,,,,,,,,
intel-tbb32,bridges,,,,,,,,,,,,
intel-vtune,bridges,,,,,,,,,,,,
intelcuda,faster,,,,,,,,,,,,
intelmpi,bridges,,,,,,,,,,,,
interproscan,"anvil, faster",,,,,,,,,,,,
intltool,"aces, faster",,,,,intltool is a set of tools to centralize translation of many different file formats using GNU gettext-compatible PO files. Description Source:https://freedesktop.org/wiki/Software/intltool/,https://freedesktop.org/wiki/Software/intltool/,https://code.launchpad.net/intltool,"https://github.com/Distrotech/intltool/blob/master/README , https://github.com/Distrotech/intltool/blob/master/doc/I18N-HOWTO ",,,,
iomkl,faster,,,,,,,,,,,,
iompi,faster,,,,,,,,,,,,
ior,"delta, expanse",,,,,,,,,,,,
iperf3,delta,,,,,,,,,,,,
ipmitool,ookami,,,,,"ipmitool is a utility for managing and configuring devices that support the Intelligent Platform Management Interface.  IPMI is an open standard for monitoring, logging, recovery, inventory, and control of hardware that is implemented independent of the main CPU, BIOS, and OS. Description Source: https://github.com/ipmitool/ipmitool",https://github.com/ipmitool/ipmitool,https://www.mankier.com/1/ipmitool,https://www.mankier.com/1/ipmitool#Examples,,,,
ipython,"aces, faster",,,,,"IPython is BSD-licensed, open-source software that is developed as a set of Subprojects under the ipython Github organization. These Subprojects are all part of the larger Project Jupyter umbrella. For further information about project governance, sponsorship and development, please see the Project page on Jupyter’s website. Description Source:https://ipython.org/project.html",https://ipython.org/,https://ipython.readthedocs.io/en/stable/,https://ipython.readthedocs.io/en/stable/interactive/tutorial.html,,,,
iq-tree,expanse,,,,,,,,,,,,
iqtree,anvil,,,,,,,,,,,,
iqtree2,anvil,,,,,,,,,,,,
irods-icommands,bridges,,,,,,,,,,,,
isa-l,"aces, faster",,,,,"The Intel® Intelligent Storage Acceleration Library (Intel® ISA-L) provides tools to minimize disk space use and maximize storage throughput, security, and resilience. Learn about its optimized functions for RAID, erasure code, cyclic redundancy check (CRC) functions, cryptographic hash, encryption, and compression. Description Source:https://www.intel.com/content/www/us/en/developer/tools/isa-l/overview.html",https://www.intel.com/content/www/us/en/developer/tools/isa-l/overview.html,https://github.com/intel/isa-l/blob/master/doc/functions.md,"https://www.intel.com/content/www/us/en/developer/videos/intelligent-storage-acceleration-library.html , https://github.com/intel/isa-l/tree/master/examples ",,,,
isl,"aces, faster",,,,,,,,,,,,
ismapper,anvil,,,,,,,,,,,,
isoquant,anvil,,,,,,,,,,,,
isoseq3,anvil,,,,,,,,,,,,
itac,"kyric, stampede3",,,,,The Intel® Trace Analyzer and Collector profiles and analyzes MPI applications to help focus your optimization efforts. Description Source:https://www.intel.com/content/www/us/en/developer/tools/oneapi/trace-analyzer.html#gs.4oj2fp,https://www.intel.com/content/www/us/en/developer/tools/oneapi/trace-analyzer.html,https://www.intel.com/content/www/us/en/docs/trace-analyzer-collector/user-guide-reference/2021-10/overview.html,"https://www.intel.com/content/www/us/en/docs/trace-analyzer-collector/get-started-guide/2021-10/overview.html , https://www.intel.com/content/www/us/en/docs/vtune-profiler/tutorial-vtune-itac-mpi-openmp/2020/overview.html , https://www.intel.com/content/www/us/en/docs/trace-analyzer-collector/tutorial-correctness-checking/9-1-update-2/overview-001.html ",,,,
itk,"aces, faster",,,,,"ITK is an open-source, cross-platform library that provides developers with an extensive suite of software tools for image analysis.  Developed through extreme programming methodologies, ITK builds on a proven, spatially-oriented architecture for processing, segmentation, and registration of scientific images in two, three, or more dimensions. Description Source:https://itk.org/",https://itk.org/,https://docs.itk.org/en/latest/,"https://examples.itk.org// , https://github.com/InsightSoftwareConsortium/ScientificImageAnalysisVisualizationAndArtificialIntelligenceCourse , https://itk.org/ItkSoftwareGuide.pdf ",,,,
ivar,anvil,,,,,,,,,,,,
jags,"expanse, faster",,,,,JAGS is Just Another Gibbs Sampler.  It is a program for analysis of Bayesian hierarchical models using Markov Chain Monte Carlo (MCMC) simulation  not wholly unlike BUGS. Description Source:https://mcmc-jags.sourceforge.io/,https://mcmc-jags.sourceforge.io/,https://cran.r-project.org/web/packages/rjags/rjags.pdf,https://www.sas.rochester.edu/psc/thestarlab/help/JAGS.pdf,,,,
jansson,"aces, faster",,,,,,,,,,,,
jasper,"aces, expanse, faster",,,,,Jasper is an open-source JPEG image codec library that provides encoding and decoding functionality for JPEG images. It is designed for high performance and is commonly used in applications that require image compression and decompression capabilities.,https://www.ece.uvic.ca/~frodo/jasper/,https://jasper-software.github.io/jasper-manual/latest/html/index.html,"https://jasper-software.github.io/jasper-manual/latest/html/lib.html#lib_intro , https://jasper-software.github.io/jasper-manual/latest/html/lib_init.html#init_setup_example_1 , https://jasper-software.github.io/jasper-manual/latest/html/apps.html#app_intro ",,,,
java,"aces, faster",,,,,"Java is a programming language and computing platform first released by Sun Microsystems in 1995. It has evolved from humble beginnings to power a large share of today’s digital world, by providing the reliable platform upon which many services and applications are built. New, innovative products and digital services designed for the future continue to rely on Java, as well. Description Source:https://www.java.com/en/download/help/whatis_java.html",https://www.oracle.com/java/,https://docs.oracle.com/en/java/javase/22/docs/api/index.html,"https://docs.oracle.com/javase/tutorial/ , https://docs.oracle.com/javase/tutorial/reallybigindex.html , https://www.w3schools.com/java/ , https://www.tutorialspoint.com/java/index.htm , https://www.codecademy.com/learn/learn-java",,,,
jax,"aces, faster",,,,,"JAX is Autograd and XLA, brought together for high-performance numerical computing, including large-scale machine learning research. Description Source:https://github.com/google/jax",https://github.com/google/jax,https://jax.readthedocs.io/en/latest/,"https://jax.readthedocs.io/en/latest/notebooks/quickstart.html , https://jax.readthedocs.io/en/latest/jax-101/index.html , https://jax.readthedocs.io/en/latest/advanced_guide.html ",,,,
jbigkit,"aces, faster",,,,,"JBIG-KIT is a software implementation of the JBIG1 data compression standard (ITU-T T.82), which was designed for bi-level image data, such as scanned documents. This library is available in portable C code. It is widely used in fax products, printer firmware, printer drivers, document management systems and imaging software. Description Source:https://www.cl.cam.ac.uk/~mgk25/jbigkit/",https://www.cl.cam.ac.uk/~mgk25/jbigkit/,https://github.com/nu774/jbigkit,https://github.com/nu774/jbigkit/tree/master/examples,,,,
jcvi,anvil,,,,,,,,,,,,
jdftx,faster,,,,,"JDFTx is a plane-wave density-functional theory (DFT) code designed to be as easy to develop with as it is easy to use. JDFTx is written using highly-templated and object oriented C++11 code in order to express all the physics in the DFT++ algeraic framework [13], while simultaneously maintaining a small memory footprint and supporting a range of hardware architectures (such as GPUs using CUDA) without requiring hand-optimized implementations for each architecture. Description Source:https://jdftx.org/",https://jdftx.org/,https://jdftx.org/DevGuide.html,https://jdftx.org/Tutorials.html,,,,
jdk,darwin,,,,,,,,,,,,
jellyfish,expanse,,,,,"Jellyfish is a fast and memory-efficient software for counting k-mers in DNA sequences, which are commonly used in genome analysis and sequence assembly. It provides algorithms for k-mer counting, storage, and querying to extract valuable insights from biological data.",https://www.genome.umd.edu/jellyfish.html,https://github.com/gmarcais/Jellyfish/tree/master/doc,"https://github.com/gmarcais/Jellyfish/tree/master/examples , https://github.com/gmarcais/Jellyfish/tree/master#usage ",,,,
jemalloc,"aces, faster",,,,,,,,,,,,
jmol,aces,,,,,,,,,,,,
json-c,"aces, faster, kyric",,,,,"JSON-C implements a reference counting object model that allows you to easily construct JSON objects in C, output them as JSON formatted strings and parse JSON formatted strings back into the C representation of JSON objects. It aims to conform to RFC 7159. Description Source:https://github.com/json-c/json-c/wiki",https://github.com/json-c/json-c,https://json-c.github.io/json-c/json-c-0.17/doc/html/index.html,https://github.com/json-c/json-c/wiki/List-of-json-c-tutorials,,,,
jsoncpp,"aces, faster",,,,,"JsonCpp is a C++ library that allows manipulating JSON values, including serialization and deserialization to and from strings. It can also preserve existing comment in unserialization/serialization steps, making it a convenient format to store user input files. Description Source:https://github.com/open-source-parsers/jsoncpp",https://github.com/open-source-parsers/jsoncpp,https://open-source-parsers.github.io/jsoncpp-docs/doxygen/index.html,"https://github.com/open-source-parsers/jsoncpp/wiki#code-example , https://open-source-parsers.github.io/jsoncpp-docs/doxygen/index.html#_example , https://github.com/open-source-parsers/jsoncpp/tree/master/example ",,,,
judy,faster,,,,,,,,,,,,
julia,"aces, anvil, bridges, darwin, delta, expanse, faster, ookami",Programming Language ,,,,Julia is a general purpose high-performance flexible programming language which can be used to write any application. It is well-suited for scientific and numerical computing. Description Source:https://julialang.org/,https://julialang.org/,https://docs.julialang.org/en/v1/,"https://juliaacademy.com/courses/ , https://www.youtube.com/user/JuliaLanguage/playlists , https://julialang.org/learning/tutorials/ , https://julialang.org/learning/notebooks/ ",,,,
junit,faster,,,,,,,,,,,,
jupyter,"anvil, jetstream, ookami",application,IDE,,,"JupyterLab is the latest web-based interactive development environment for notebooks, code, and data. Its flexible interface allows users to configure and arrange workflows in data science, scientific computing, computational journalism, and machine learning.",https://jupyter.org/,https://docs.jupyter.org/en/latest/,"https://docs.jupyter.org/en/latest/use/using.html , https://docs.jupyter.org/en/latest/start/index.html ",,,,
jupyter-notebook,ookami,,,,,,,,,,,,
jupyter-server,aces,,,,,,,,,,,,
jupyterhub,jetstream,application,IDE,,,JupyterHub brings the power of notebooks to groups of users. It gives users access to computational environments and resources without burdening the users with installation and maintenance tasks.,https://jupyter.org/hub,https://jupyterhub.readthedocs.io/en/stable/,"https://jupyterhub.readthedocs.io/en/stable/tutorial/index.html , https://jupyterhub.readthedocs.io/en/stable/howto/index.html , https://github.com/jupyterhub/jupyterhub-tutorial ",,,,
jupyterlab,"aces, jetstream",application,IDE,,,"JupyterLab is the latest web-based interactive development environment for notebooks, code, and data. Its flexible interface allows users to configure and arrange workflows in data science, scientific computing, computational journalism, and machine learning.",https://github.com/jupyterlab/jupyterlab,https://jupyterlab.readthedocs.io/en/stable/user/index.html,"https://jupyterlab.readthedocs.io/en/stable/getting_started/overview.html , https://www.youtube.com/watch?v=7wfPqAyYADY ",,,,
jupyterlmod,aces,,,,,,,,,,,,
jupyternotebook,aces,,,,,,,,,,,,
kahip,"aces, faster",,,,,"KaHIP - Karlsruhe High Quality Partitioning - is a family of graph partitioning programs. It includes KaFFPa (Karlsruhe Fast Flow Partitioner), which is a multilevel graph partitioning algorithm, in its variants Strong, Eco and Fast, KaFFPaE (KaFFPaEvolutionary) which is a parallel evolutionary algorithm that uses KaFFPa to provide combine and mutation operations, as well as KaBaPE which extends the evolutionary algorithm. Moreover, specialized techniques are included to partition road networks (Buffoon), to output a vertex separator from a given partition or techniques geared towards efficient partitioning of social networks. Description Source:https://kahip.github.io/",https://kahip.github.io/,https://github.com/KaHIP/KaHIP,https://github.com/KaHIP/KaHIP/tree/master/examples,,,,
kaiju,anvil,,,,,,,,,,,,
kakscalculator2,anvil,,,,,,,,,,,,
kalign,"aces, faster",,,,,Kalign is a fast multiple sequence alignment program for biological sequences. Description Source:https://github.com/TimoLassmann/kalign,https://github.com/TimoLassmann/kalign/blob/main/doc/paper/kalign3.org,https://github.com/TimoLassmann/kalign,https://github.com/TimoLassmann/kalign#examples,,,,
kallisto,"anvil, expanse",,,,,,,,,,,,
kblas-gpu,aces,,,,,,,,,,,,
kbproto,delta,,,,,,,,,,,,
kcachegrind,darwin,,,,,,,,,,,,
kentutils,anvil,,,,,,,,,,,,
keras,"aces, faster",,AI/ML,,,"Keras is a deep learning API written in Python and capable of running on top of either JAX, TensorFlow, or PyTorch. Description Source:https://keras.io/about/",https://keras.io/,https://keras.io/api/,"https://www.tensorflow.org/guide/keras , https://keras.io/getting_started/intro_to_keras_for_engineers/ , https://keras.io/examples/ ",,,,
khmer,anvil,,,,,,,,,,,,
kim-api,"aces, faster",,,,,"The Knowledgebase of Interatomic Models (KIM) Application Programming Interface (API) defines a standard (the Portable Model Interface (PMI)) for how molecular simulators interface with interatomic models (also called potentials or force-fields). This allows a single computer implementation of a Portable Model (PM) to be used without modification within multiple simulator codes. A PM can include code and parameters all in one. Or, a PM can include just parameters and use a separate Model Driver (MD) library containing the code. Description Source:https://openkim.org/kim-api/",https://openkim.org/kim-api/,https://kim-api.readthedocs.io/en/latest/,https://github.com/openkim/kim-api/tree/master/examples,,,,
kineto,aces,,,,,kineto is a CPU+GPU Profiling library that provides access to timeline traces and hardware performance counters. Description Source:https://github.com/pytorch/kineto,https://github.com/pytorch/kineto,https://github.com/pytorch/kineto/blob/main/libkineto/README.md,https://github.com/pytorch/kineto/tree/main/libkineto/sample_programs,,,,
kissde,anvil,,,,,,,,,,,,
kissplice,anvil,,,,,,,,,,,,
kissplice2refgenome,anvil,,,,,,,,,,,,
kma,anvil,,,,,,,,,,,,
kmc,anvil,,,,,,,,,,,,
kmer-jellyfish,anvil,,,,,,,,,,,,
kmergenie,anvil,,,,,,,,,,,,
kneaddata,anvil,,,,,,,,,,,,
knime,bridges,,,,,,,,,,,,
knitro,faster,,,,,,,,,,,,
kokkos,"delta, expanse, ookami, stampede3",,,,,"Kokkos is a programming model and C++ library for writing performance portable parallel applications that can run efficiently on diverse high-performance computing architectures. It enables developers to write code once and execute it on different platforms, such as CPUs, GPUs, and accelerators.",https://kokkos.org/,https://kokkos.org/kokkos-core-wiki/,"https://github.com/kokkos/kokkos-tutorials , https://kokkos.org/kokkos-core-wiki/videolectures.html , https://kokkos.org/kokkos-core-wiki/usecases.html ",,,,
kover,anvil,,,,,,,,,,,,
kraken2,"aces, anvil, bridges",,,,,"Kraken 2 is the newest version of Kraken, a taxonomic classification system using exact k-mer matches to achieve high accuracy and fast classification speeds. This classifier matches each k-mer within a query sequence to the lowest common ancestor (LCA) of all genomes containing the given k-mer. The k-mer assignments inform the classification algorithm. Description Source:https://github.com/DerrickWood/kraken2/wiki/About-Kraken-3",https://ccb.jhu.edu/software/kraken2/index.shtml,https://github.com/DerrickWood/kraken2/wiki/Manual ,"https://bioinformaticsworkbook.org/dataAnalysis/Metagenomics/Kraken.html ,https://jodyphelan.gitbook.io/tutorials/ngs/kraken3",,,,
krakentools,anvil,,,,,,,,,,,,
kyric/containers/r,kyric,,,,,,,,,,,,
kyric/miniconda3,kyric,,,,,,,,,,,,
kyric/spack,kyric,,,,,,,,,,,,
lambda,anvil,,,,,,,,,,,,
lame,"aces, faster",,,,,LAME is a high quality MPEG Audio Layer III (MP3) encoder licensed under the LGPL. Description Source:https://lame.sourceforge.io/,https://lame.sourceforge.io/,https://svn.code.sf.net/p/lame/svn/trunk/lame/USAGE,https://lame.sourceforge.io/lame_ui_example.php,,,,
lammps,"aces, anvil, bridges, darwin, delta, expanse, faster, ookami, stampede3",,,Sciences,Chemistry,"LAMMPS is a classical molecular dynamics code with a focus on materials modeling. LAMMPS has potentials for solid-state materials (metals, semiconductors) and soft matter (biomolecules, polymers) and coarse-grained or mesoscopic systems. It can be used to model atoms or, more generically, as a parallel particle simulator at the atomic, meso, or continuum scale.",https://www.lammps.org/,https://docs.lammps.org/Manual.html,"https://www.lammps.org/tutorials.html , https://www.lammps.org/tutorials/italy14/italy_examples_Mar14.pdf , https://docs.lammps.org/Examples.html , https://www.hpc-carpentry.org/tuning_lammps/",,,DARWIN: https://docs.hpc.udel.edu/software/lammps/lammps,
lapack,"darwin, ookami",Library,,Engineering,"Mathematics,Engineering",LAPACK is a library of Fortran subroutines for solving the most commonly occurring problems in numerical linear algebra.,https://www.netlib.org/lapack/,https://www.netlib.org/lapack/lug/lapack_lug.html,"https://www.netlib.org/lapack/lug/node145.html , https://web.physics.utah.edu/~detar/phys6720/handouts/lapack.html , https://developer.apple.com/documentation/accelerate/solving_systems_of_linear_equations_with_lapack ",,,DARWIN: https://docs.hpc.udel.edu/software/lapack/lapack,
lasso-python,aces,,,,,"The Lasso is a linear model that estimates sparse coefficients. It is useful in some contexts due to its tendency to prefer solutions with fewer non-zero coefficients, effectively reducing the number of features upon which the given solution is dependent. For this reason, Lasso and its variants are fundamental to the field of compressed sensing. Description Source:https://scikit-learn.org/stable/modules/linear_model.html#lasso",https://github.com/open-lasso-python/lasso-python,https://open-lasso-python.github.io/lasso-python/,"https://open-lasso-python.github.io/lasso-python/dyna/#d3plot-example , https://open-lasso-python.github.io/lasso-python/femzip/ ",,,,
last,anvil,,,,,,,,,,,,
lastz,anvil,,,,,,,,,,,,
latex,faster,,,,,,,,,,,,
launcher,anvil,,,,,"Launcher is a utility for performing simple, data parallel, high throughput computing (HTC) workflows on clusters, massively parallel processor (MPP) systems, workgroups of computers, and personal machines. Description Source:https://github.com/TACC/launcher",https://tacc.utexas.edu/research/tacc-research/launcher/,https://github.com/TACC/launcher,https://github.com/TACC/launcher/tree/master/extras/examples,,,,
lazygit,bridges,,,,,lazygit is a simple terminal user interface for git commands. Description Source:https://github.com/jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,https://github.com/jesseduffield/lazygit/tree/master/docs,"https://www.youtube.com/watch?v=VDXvbHZYeKY , https://www.youtube.com/watch?v=CPLdltN7wgE ",,,,
lddt,faster,,,,,,,,,,,,
ldhat,anvil,,,,,,,,,,,,
ldjump,anvil,,,,,,,,,,,,
ldsc,anvil,,,,,,,,,,,,
learning,anvil,,,,,,,,,,,,
leptonica,"aces, faster",Library,,,,Leptonica is a pedagogically-oriented open source library containing software that is broadly useful for image processing and image analysis applications. Description Source:http://www.leptonica.org/,http://www.leptonica.org/,https://tpgit.github.io/UnOfficialLeptDocs/leptonica/index.html,"http://www.leptonica.org/source/README.html , http://www.leptonica.org/library-notes.html , http://www.leptonica.org/library-overview.html ",,,,
lerc,"aces, faster",,,,,"LERC is an open-source image or raster format which supports rapid encoding and decoding for any pixel type (not just RGB or Byte). Users set the maximum compression error per pixel while encoding, so the precision of the original input image is preserved (within user defined error bounds). Description Source: https://github.com/Esri/lerc",https://github.com/Esri/lerc,https://github.com/Esri/lerc/tree/master/doc,"https://github.com/Esri/lerc/blob/master/doc/MORE.md , https://www.gpxz.io/blog/lerc",,,,
leveldb,aces,,,,,,,,,,,,
lhsmdu,faster,,,,,,,,,,,,
libaec,"aces, faster",Library,,,,"Libaec - Adaptive Entropy Coding Library - provides fast lossless compression of 1 up to 32 bit wide signed or unsigned integers (samples). The library achieves best results for low entropy data as often encountered in space imaging instrument data or numerical model output from weather or climate simulations. While floating point representations are not directly supported, they can also be efficiently coded by grouping exponents and mantissa. Description Source: https://gitlab.dkrz.de/k202009/libaec",https://gitlab.dkrz.de/k202009/libaec,https://github.com/MathisRosenhauer/libaec#encoding,https://github.com/MathisRosenhauer/libaec/blob/master/include/libaec.h.in,,,,
libaio,"delta, faster, kyric",,,,,"libaio, or Linux Asynchronous I/O Library, is a Linux system library that enables applications to perform asynchronous I/O operations for improved performance and responsiveness. It allows programs to initiate read and write operations without blocking, enhancing throughput and scalability on I/O-bound tasks.",https://pagure.io/libaio,https://pagure.io/libaio/blob/master/f/man,https://oxnz.github.io/2016/10/13/linux-aio/#libaio,,,,
libarchive,"aces, faster",Library,,,,"The libarchive project develops a portable, efficient C library that can read and write streaming archives in a variety of formats. Description Source:https://www.libarchive.org/",https://www.libarchive.org/,https://github.com/libarchive/libarchive/wiki/ManualPages,https://github.com/libarchive/libarchive/wiki/Examples,,,,
libatomic_ops,aces,,,,,,,,,,,,
libbeagle,expanse,,,,,,,,,,,,
